Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIQ.S2YS,2011.09,16611.562358,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2011.12,16740.195745,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2012.03,17143.173011,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2012.06,17241.529674,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2012.09,17288.381011,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2012.12,17475.537053,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2013.03,17675.739558,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2013.06,17882.521337,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2013.09,18009.054764,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2013.12,18404.427168,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2014.03,18342.705366,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2014.06,18783.815111,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2014.09,19025.497859,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2014.12,19346.013964,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2015.03,19174.868235,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2015.06,19694.388729,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2015.09,20287.326763,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2015.12,20030.45567,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2016.03,20975.446868,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2016.06,20848.827192,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2016.09,21100.256493,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2016.12,21232.540151,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2017.03,21929.942407,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2017.06,22146.038056,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2017.09,22371.767849,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2017.12,22727.637725,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2018.03,23149.52391,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2018.06,23541.626653,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2018.09,23853.800656,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2018.12,24431.875872,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2019.03,24139.412144,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2019.06,24729.298931,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2019.09,25212.008527,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2019.12,26327.364178,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2020.03,25724.431308,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2020.06,24791.745747,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2020.09,26515.945944,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2020.12,26356.088004,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2021.03,27594.225088,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2021.06,27967.703384,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2021.09,28511.165211,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2021.12,29385.253245,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2022.03,30177.964152,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2022.06,30713.855609,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2022.09,31241.55364,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2022.12,31734.455953,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2023.03,32888.506599,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2023.06,33530.153384,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2023.09,34321.83335,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YS,2023.12,35059.286207,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Seasonally adjusted,,
MEIQ.S2YT,1999.06,7990.982455,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,1999.09,8131.558317,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,1999.12,8275.330003,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2000.03,8363.241683,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2000.06,8398.454105,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2000.09,8467.296351,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2000.12,8637.706037,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2001.03,8828.646154,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2001.06,8991.51259,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2001.09,9116.350004,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2001.12,9213.123242,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2002.03,9342.76179,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2002.06,9504.984656,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2002.09,9692.996849,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2002.12,9853.801485,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2003.03,10015.230655,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2003.06,10204.887214,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2003.09,10458.543644,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2003.12,10703.447539,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2004.03,10897.744965,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2004.06,11095.577272,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2004.09,11269.840103,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2004.12,11474.903018,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2005.03,11790.621431,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2005.06,12100.897861,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2005.09,12264.339744,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2005.12,12470.171351,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2006.03,12719.50144,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2006.06,12893.889825,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2006.09,13092.931923,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2006.12,13316.712922,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2007.03,13546.909982,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2007.06,13847.157628,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2007.09,14192.884262,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2007.12,14501.582936,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2008.03,14812.926483,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2008.06,15076.349528,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2008.09,15359.186281,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2008.12,15422.110623,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2009.03,15261.798658,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2009.06,15303.792108,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2009.09,15468.836271,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2009.12,15565.609137,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2010.03,15728.774956,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2010.06,15885.810815,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2010.09,15928.083366,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2010.12,16128.171819,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2011.03,16374.839632,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2011.06,16532.671908,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2011.09,16600.204628,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2011.12,16799.637346,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2012.03,17082.076246,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2012.06,17246.031108,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2012.09,17311.809101,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2012.12,17466.66778,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2013.03,17681.64015,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2013.06,17850.513596,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2013.09,18087.989837,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2013.12,18280.640323,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2014.03,18464.753863,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2014.06,18711.818968,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2014.09,19087.819071,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2014.12,19217.310159,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2015.03,19307.004989,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2015.06,19688.369836,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2015.09,20182.833423,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2015.12,20565.070946,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2016.03,20816.013201,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2016.06,20963.292237,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2016.09,21013.506017,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2016.12,21359.618747,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2017.03,21817.058893,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2017.06,22173.237815,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2017.09,22385.324576,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2017.12,22729.963584,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2018.03,23146.17166,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2018.06,23512.551547,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2018.09,23962.638671,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2018.12,24219.722299,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2019.03,24340.778439,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2019.06,24628.650588,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2019.09,25333.624396,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2019.12,25752.253321,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2020.03,25901.399471,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2020.06,26132.019914,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2020.09,26341.169326,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2020.12,26663.307026,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2021.03,27352.115932,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2021.06,28031.878183,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2021.09,28553.212645,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2021.12,29367.883381,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2022.03,30146.826266,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2022.06,30734.064681,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2022.09,31188.499537,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2022.12,31871.726656,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2023.03,32753.6962,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2023.06,33593.791999,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2023.09,34342.139275,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2YT,2023.12,34940.400274,,P,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,Service industries,Trend,,
MEIQ.S2ZA,1999.06,10783.131237,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,1999.09,11086.131089,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,1999.12,11812.715563,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2000.03,11362.635387,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2000.06,11363.710237,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2000.09,11547.927095,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2000.12,12422.783923,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2001.03,11802.768247,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2001.06,12193.710709,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2001.09,12422.418487,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2001.12,13213.879599,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2002.03,12516.927879,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2002.06,12991.486727,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2002.09,13247.198951,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2002.12,14322.736725,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2003.03,13249.832737,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2003.06,13934.362973,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2003.09,14313.239574,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2003.12,15339.101357,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2004.03,14617.427509,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2004.06,15121.449195,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2004.09,15569.318905,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2004.12,16421.082102,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2005.03,15858.889587,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2005.06,16500.367662,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2005.09,16764.168585,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2005.12,17756.066759,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2006.03,16936.52003,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2006.06,17470.504605,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2006.09,17785.866085,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2006.12,19045.585173,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2007.03,17855.319245,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2007.06,18737.040051,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2007.09,19283.065747,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2007.12,20473.855393,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2008.03,19489.717362,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2008.06,20262.680676,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2008.09,20671.786544,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2008.12,21820.015248,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2009.03,19688.978076,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2009.06,20284.595451,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2009.09,20782.490563,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2009.12,21078.374843,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2010.03,20424.951011,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2010.06,20882.727755,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2010.09,21082.309003,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2010.12,22129.405488,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2011.03,21162.555905,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2011.06,21760.926225,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2011.09,21983.160961,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
MEIQ.S2ZA,2011.12,22981.647114,,F,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Actual,,
